FIPS,State,"County, State",Year,Cost Per Meal, Weighted weekly $ needed by FI , Weighted Annual Food Budget Shortfall 
27079,MN,"Le Sueur County, Minnesota",2020,$4.31 ,$22.89 ,"$1,368,000.00 "
27079,MN,"Le Sueur County, Minnesota",2021,$4.43 ,$25.78 ,"$1,298,000.00 "
27079,MN,"Le Sueur County, Minnesota",2022,$4.68 ,$29.03 ,"$2,201,000.00 "
27081,MN,"Lincoln County, Minnesota",2019,$3.09 ,$17.39 ,"$280,000.00 "
27081,MN,"Lincoln County, Minnesota",2020,$3.07 ,$16.29 ,"$217,000.00 "
27081,MN,"Lincoln County, Minnesota",2021,$3.59 ,$20.89 ,"$241,000.00 "
27081,MN,"Lincoln County, Minnesota",2022,$3.99 ,$24.76 ,"$413,000.00 "
27083,MN,"Lyon County, Minnesota",2019,$2.84 ,$15.98 ,"$1,173,000.00 "
27083,MN,"Lyon County, Minnesota",2020,$3.07 ,$16.29 ,"$988,000.00 "
27083,MN,"Lyon County, Minnesota",2021,$3.59 ,$20.89 ,"$1,147,000.00 "
27083,MN,"Lyon County, Minnesota",2022,$3.99 ,$24.76 ,"$2,020,000.00 "
27085,MN,"McLeod County, Minnesota",2019,$3.09 ,$17.41 ,"$1,499,000.00 "
27085,MN,"McLeod County, Minnesota",2020,$3.26 ,$17.32 ,"$1,282,000.00 "
27085,MN,"McLeod County, Minnesota",2021,$3.69 ,$21.50 ,"$1,454,000.00 "
27085,MN,"McLeod County, Minnesota",2022,$4.16 ,$25.78 ,"$2,682,000.00 "
27087,MN,"Mahnomen County, Minnesota",2019,$3.26 ,$18.37 ,"$462,000.00 "
27087,MN,"Mahnomen County, Minnesota",2020,$3.37 ,$17.90 ,"$483,000.00 "
27087,MN,"Mahnomen County, Minnesota",2021,$3.74 ,$21.79 ,"$469,000.00 "
27087,MN,"Mahnomen County, Minnesota",2022,$4.17 ,$25.84 ,"$666,000.00 "
27089,MN,"Marshall County, Minnesota",2019,$3.22 ,$18.16 ,"$435,000.00 "
27089,MN,"Marshall County, Minnesota",2020,$3.19 ,$16.95 ,"$324,000.00 "
27089,MN,"Marshall County, Minnesota",2021,$3.71 ,$21.59 ,"$367,000.00 "
27089,MN,"Marshall County, Minnesota",2022,$4.10 ,$25.43 ,"$648,000.00 "
27091,MN,"Martin County, Minnesota",2019,$3.15 ,$17.74 ,"$1,157,000.00 "
27091,MN,"Martin County, Minnesota",2020,$3.33 ,$17.65 ,"$1,001,000.00 "
27091,MN,"Martin County, Minnesota",2021,$3.72 ,$21.66 ,"$1,117,000.00 "
27091,MN,"Martin County, Minnesota",2022,$4.36 ,$27.01 ,"$1,909,000.00 "
27093,MN,"Meeker County, Minnesota",2019,$3.26 ,$18.37 ,"$958,000.00 "
27093,MN,"Meeker County, Minnesota",2020,$3.17 ,$16.81 ,"$724,000.00 "
27093,MN,"Meeker County, Minnesota",2021,$3.52 ,$20.51 ,"$859,000.00 "
27093,MN,"Meeker County, Minnesota",2022,$3.98 ,$24.66 ,"$1,556,000.00 "
27095,MN,"Mille Lacs County, Minnesota",2019,$2.79 ,$15.70 ,"$1,400,000.00 "
27095,MN,"Mille Lacs County, Minnesota",2020,$2.99 ,$15.88 ,"$1,291,000.00 "
27095,MN,"Mille Lacs County, Minnesota",2021,$3.54 ,$20.60 ,"$1,456,000.00 "
27095,MN,"Mille Lacs County, Minnesota",2022,$3.94 ,$24.41 ,"$2,355,000.00 "
27097,MN,"Morrison County, Minnesota",2019,$2.86 ,$16.12 ,"$1,574,000.00 "
27097,MN,"Morrison County, Minnesota",2020,$3.07 ,$16.30 ,"$1,399,000.00 "
27097,MN,"Morrison County, Minnesota",2021,$3.56 ,$20.72 ,"$1,597,000.00 "
27097,MN,"Morrison County, Minnesota",2022,$3.99 ,$24.70 ,"$2,772,000.00 "
27099,MN,"Mower County, Minnesota",2019,$2.80 ,$15.79 ,"$1,781,000.00 "
27099,MN,"Mower County, Minnesota",2020,$3.02 ,$16.03 ,"$1,634,000.00 "
27099,MN,"Mower County, Minnesota",2021,$3.56 ,$20.72 ,"$1,778,000.00 "
27099,MN,"Mower County, Minnesota",2022,$3.90 ,$24.17 ,"$3,006,000.00 "
27101,MN,"Murray County, Minnesota",2019,$2.92 ,$16.43 ,"$339,000.00 "
27101,MN,"Murray County, Minnesota",2020,$2.96 ,$15.71 ,"$257,000.00 "
27101,MN,"Murray County, Minnesota",2021,$3.33 ,$19.37 ,"$259,000.00 "
27101,MN,"Murray County, Minnesota",2022,$3.67 ,$22.77 ,"$511,000.00 "
27103,MN,"Nicollet County, Minnesota",2019,$4.19 ,$23.59 ,"$1,960,000.00 "
27103,MN,"Nicollet County, Minnesota",2020,$4.02 ,$21.36 ,"$1,529,000.00 "
27103,MN,"Nicollet County, Minnesota",2021,$4.24 ,$24.67 ,"$1,639,000.00 "
27103,MN,"Nicollet County, Minnesota",2022,$4.72 ,$29.25 ,"$2,901,000.00 "
27105,MN,"Nobles County, Minnesota",2019,$2.88 ,$16.22 ,"$905,000.00 "
27105,MN,"Nobles County, Minnesota",2020,$2.96 ,$15.71 ,"$676,000.00 "
27105,MN,"Nobles County, Minnesota",2021,$3.33 ,$19.37 ,"$858,000.00 "
27105,MN,"Nobles County, Minnesota",2022,$3.67 ,$22.77 ,"$1,623,000.00 "
27107,MN,"Norman County, Minnesota",2019,$3.27 ,$18.40 ,"$313,000.00 "
27107,MN,"Norman County, Minnesota",2020,$3.43 ,$18.19 ,"$276,000.00 "
27107,MN,"Norman County, Minnesota",2021,$3.77 ,$21.98 ,"$320,000.00 "
27107,MN,"Norman County, Minnesota",2022,$4.23 ,$26.21 ,"$517,000.00 "
27109,MN,"Olmsted County, Minnesota",2019,$3.23 ,$18.22 ,"$5,843,000.00 "
27109,MN,"Olmsted County, Minnesota",2020,$3.43 ,$18.23 ,"$5,319,000.00 "
27109,MN,"Olmsted County, Minnesota",2021,$3.96 ,$23.08 ,"$5,671,000.00 "
27109,MN,"Olmsted County, Minnesota",2022,$4.34 ,$26.92 ,"$10,558,000.00 "
27111,MN,"Otter Tail County, Minnesota",2019,$2.77 ,$15.59 ,"$2,454,000.00 "
27111,MN,"Otter Tail County, Minnesota",2020,$2.91 ,$15.42 ,"$1,992,000.00 "
27111,MN,"Otter Tail County, Minnesota",2021,$3.42 ,$19.92 ,"$2,357,000.00 "
27111,MN,"Otter Tail County, Minnesota",2022,$3.85 ,$23.84 ,"$4,260,000.00 "
27113,MN,"Pennington County, Minnesota",2019,$3.22 ,$18.16 ,"$755,000.00 "
27113,MN,"Pennington County, Minnesota",2020,$3.27 ,$17.37 ,"$617,000.00 "
27113,MN,"Pennington County, Minnesota",2021,$3.42 ,$19.89 ,"$634,000.00 "
27113,MN,"Pennington County, Minnesota",2022,$3.75 ,$23.24 ,"$1,043,000.00 "
27115,MN,"Pine County, Minnesota",2019,$3.09 ,$17.43 ,"$1,681,000.00 "
27115,MN,"Pine County, Minnesota",2020,$3.05 ,$16.21 ,"$1,480,000.00 "
27115,MN,"Pine County, Minnesota",2021,$3.37 ,$19.60 ,"$1,504,000.00 "
27115,MN,"Pine County, Minnesota",2022,$3.79 ,$23.48 ,"$2,428,000.00 "
27117,MN,"Pipestone County, Minnesota",2019,$3.00 ,$16.92 ,"$457,000.00 "
27117,MN,"Pipestone County, Minnesota",2020,$3.39 ,$17.99 ,"$371,000.00 "
27117,MN,"Pipestone County, Minnesota",2021,$3.67 ,$21.40 ,"$461,000.00 "
27117,MN,"Pipestone County, Minnesota",2022,$4.04 ,$25.02 ,"$759,000.00 "
27119,MN,"Polk County, Minnesota",2019,$3.33 ,$18.76 ,"$1,736,000.00 "
27119,MN,"Polk County, Minnesota",2020,$3.27 ,$17.37 ,"$1,439,000.00 "
27119,MN,"Polk County, Minnesota",2021,$3.42 ,$19.89 ,"$1,551,000.00 "
27119,MN,"Polk County, Minnesota",2022,$3.75 ,$23.24 ,"$2,425,000.00 "
27121,MN,"Pope County, Minnesota",2019,$3.07 ,$17.29 ,"$467,000.00 "
27121,MN,"Pope County, Minnesota",2020,$3.23 ,$17.14 ,"$405,000.00 "
27121,MN,"Pope County, Minnesota",2021,$3.74 ,$21.76 ,"$455,000.00 "
27121,MN,"Pope County, Minnesota",2022,$4.18 ,$25.93 ,"$873,000.00 "
27123,MN,"Ramsey County, Minnesota",2019,$3.47 ,$19.57 ,"$31,451,000.00 "
27123,MN,"Ramsey County, Minnesota",2020,$3.80 ,$20.14 ,"$31,763,000.00 "
27123,MN,"Ramsey County, Minnesota",2021,$4.36 ,$25.40 ,"$33,742,000.00 "
27123,MN,"Ramsey County, Minnesota",2022,$4.81 ,$29.81 ,"$51,931,000.00 "
27125,MN,"Red Lake County, Minnesota",2019,$3.21 ,$18.10 ,"$209,000.00 "
27125,MN,"Red Lake County, Minnesota",2020,$3.27 ,$17.37 ,"$169,000.00 "
27125,MN,"Red Lake County, Minnesota",2021,$3.42 ,$19.89 ,"$169,000.00 "
27125,MN,"Red Lake County, Minnesota",2022,$3.75 ,$23.24 ,"$282,000.00 "
27127,MN,"Redwood County, Minnesota",2019,$2.93 ,$16.53 ,"$642,000.00 "
27127,MN,"Redwood County, Minnesota",2020,$3.07 ,$16.29 ,"$543,000.00 "
27127,MN,"Redwood County, Minnesota",2021,$3.59 ,$20.89 ,"$634,000.00 "
27127,MN,"Redwood County, Minnesota",2022,$3.99 ,$24.76 ,"$1,119,000.00 "
27129,MN,"Renville County, Minnesota",2019,$3.01 ,$16.98 ,"$644,000.00 "
27129,MN,"Renville County, Minnesota",2020,$3.12 ,$16.58 ,"$533,000.00 "
27129,MN,"Renville County, Minnesota",2021,$3.67 ,$21.39 ,"$636,000.00 "
27129,MN,"Renville County, Minnesota",2022,$4.10 ,$25.44 ,"$1,173,000.00 "
27131,MN,"Rice County, Minnesota",2019,$3.08 ,$17.37 ,"$2,487,000.00 "
27131,MN,"Rice County, Minnesota",2020,$3.50 ,$18.57 ,"$2,399,000.00 "
27131,MN,"Rice County, Minnesota",2021,$4.11 ,$23.93 ,"$2,766,000.00 "
27131,MN,"Rice County, Minnesota",2022,$4.53 ,$28.09 ,"$4,899,000.00 "
27133,MN,"Rock County, Minnesota",2019,$3.00 ,$16.91 ,"$354,000.00 "
27133,MN,"Rock County, Minnesota",2020,$3.20 ,$16.96 ,"$309,000.00 "
27133,MN,"Rock County, Minnesota",2021,$3.75 ,$21.85 ,"$358,000.00 "
27133,MN,"Rock County, Minnesota",2022,$4.09 ,$25.33 ,"$653,000.00 "
27135,MN,"Roseau County, Minnesota",2019,$3.22 ,$18.14 ,"$666,000.00 "
27135,MN,"Roseau County, Minnesota",2020,$3.27 ,$17.37 ,"$543,000.00 "
27135,MN,"Roseau County, Minnesota",2021,$3.42 ,$19.89 ,"$549,000.00 "
27135,MN,"Roseau County, Minnesota",2022,$3.75 ,$23.24 ,"$1,022,000.00 "
27137,MN,"St. Louis County, Minnesota",2019,$3.20 ,$18.04 ,"$11,478,000.00 "
27137,MN,"St. Louis County, Minnesota",2020,$3.31 ,$17.56 ,"$10,676,000.00 "
27137,MN,"St. Louis County, Minnesota",2021,$3.91 ,$22.77 ,"$11,723,000.00 "
27137,MN,"St. Louis County, Minnesota",2022,$4.25 ,$26.33 ,"$18,404,000.00 "
27139,MN,"Scott County, Minnesota",2019,$3.43 ,$19.31 ,"$3,929,000.00 "
27139,MN,"Scott County, Minnesota",2020,$3.62 ,$19.23 ,"$3,763,000.00 "
27139,MN,"Scott County, Minnesota",2021,$4.18 ,$24.32 ,"$3,490,000.00 "
27139,MN,"Scott County, Minnesota",2022,$4.59 ,$28.48 ,"$8,043,000.00 "
27141,MN,"Sherburne County, Minnesota",2019,$3.38 ,$19.07 ,"$3,170,000.00 "
27141,MN,"Sherburne County, Minnesota",2020,$3.63 ,$19.25 ,"$2,867,000.00 "
27141,MN,"Sherburne County, Minnesota",2021,$4.05 ,$23.62 ,"$2,815,000.00 "
27141,MN,"Sherburne County, Minnesota",2022,$4.52 ,$27.99 ,"$5,977,000.00 "
27143,MN,"Sibley County, Minnesota",2019,$3.35 ,$18.88 ,"$624,000.00 "
27143,MN,"Sibley County, Minnesota",2020,$3.26 ,$17.32 ,"$494,000.00 "
27143,MN,"Sibley County, Minnesota",2021,$3.69 ,$21.50 ,"$574,000.00 "
27143,MN,"Sibley County, Minnesota",2022,$4.16 ,$25.78 ,"$1,118,000.00 "
27145,MN,"Stearns County, Minnesota",2019,$3.10 ,$17.46 ,"$7,475,000.00 "
27145,MN,"Stearns County, Minnesota",2020,$3.18 ,$16.88 ,"$6,474,000.00 "
27145,MN,"Stearns County, Minnesota",2021,$3.73 ,$21.70 ,"$7,615,000.00 "
27145,MN,"Stearns County, Minnesota",2022,$4.11 ,$25.47 ,"$12,471,000.00 "
27147,MN,"Steele County, Minnesota",2019,$3.05 ,$17.17 ,"$1,448,000.00 "
27147,MN,"Steele County, Minnesota",2020,$3.36 ,$17.82 ,"$1,254,000.00 "
27147,MN,"Steele County, Minnesota",2021,$3.88 ,$22.60 ,"$1,467,000.00 "
27147,MN,"Steele County, Minnesota",2022,$4.30 ,$26.64 ,"$2,658,000.00 "
27149,MN,"Stevens County, Minnesota",2019,$3.04 ,$17.16 ,"$380,000.00 "
27149,MN,"Stevens County, Minnesota",2020,$3.23 ,$17.14 ,"$317,000.00 "
27149,MN,"Stevens County, Minnesota",2021,$3.74 ,$21.76 ,"$429,000.00 "
27149,MN,"Stevens County, Minnesota",2022,$4.18 ,$25.93 ,"$732,000.00 "
27151,MN,"Swift County, Minnesota",2019,$3.02 ,$17.04 ,"$512,000.00 "
27151,MN,"Swift County, Minnesota",2020,$3.12 ,$16.58 ,"$422,000.00 "
27151,MN,"Swift County, Minnesota",2021,$3.67 ,$21.39 ,"$558,000.00 "
27151,MN,"Swift County, Minnesota",2022,$4.10 ,$25.44 ,"$856,000.00 "
27153,MN,"Todd County, Minnesota",2019,$3.76 ,$21.18 ,"$1,509,000.00 "
27153,MN,"Todd County, Minnesota",2020,$3.66 ,$19.41 ,"$1,243,000.00 "
27153,MN,"Todd County, Minnesota",2021,$3.68 ,$21.42 ,"$1,313,000.00 "
27153,MN,"Todd County, Minnesota",2022,$4.18 ,$25.92 ,"$2,162,000.00 "
27155,MN,"Traverse County, Minnesota",2019,$3.19 ,$17.98 ,"$175,000.00 "
27155,MN,"Traverse County, Minnesota",2020,$3.23 ,$17.14 ,"$135,000.00 "
27155,MN,"Traverse County, Minnesota",2021,$3.74 ,$21.76 ,"$152,000.00 "
27155,MN,"Traverse County, Minnesota",2022,$4.18 ,$25.93 ,"$260,000.00 "
27157,MN,"Wabasha County, Minnesota",2019,$3.87 ,$21.80 ,"$1,137,000.00 "
27157,MN,"Wabasha County, Minnesota",2020,$3.21 ,$17.03 ,"$754,000.00 "
27157,MN,"Wabasha County, Minnesota",2021,$3.43 ,$19.99 ,"$715,000.00 "
27157,MN,"Wabasha County, Minnesota",2022,$4.03 ,$24.98 ,"$1,447,000.00 "
27159,MN,"Wadena County, Minnesota",2019,$3.06 ,$17.25 ,"$905,000.00 "
27159,MN,"Wadena County, Minnesota",2020,$3.20 ,$16.99 ,"$799,000.00 "
27159,MN,"Wadena County, Minnesota",2021,$3.50 ,$20.40 ,"$817,000.00 "
27159,MN,"Wadena County, Minnesota",2022,$3.94 ,$24.39 ,"$1,258,000.00 "
27161,MN,"Waseca County, Minnesota",2019,$3.14 ,$17.72 ,"$833,000.00 "
27161,MN,"Waseca County, Minnesota",2020,$3.36 ,$17.82 ,"$708,000.00 "
27161,MN,"Waseca County, Minnesota",2021,$3.88 ,$22.60 ,"$795,000.00 "
27161,MN,"Waseca County, Minnesota",2022,$4.30 ,$26.64 ,"$1,349,000.00 "
27163,MN,"Washington County, Minnesota",2019,$3.40 ,$19.18 ,"$7,152,000.00 "
27163,MN,"Washington County, Minnesota",2020,$3.64 ,$19.30 ,"$6,673,000.00 "
27163,MN,"Washington County, Minnesota",2021,$4.21 ,$24.53 ,"$6,808,000.00 "
27163,MN,"Washington County, Minnesota",2022,$4.67 ,$28.95 ,"$15,271,000.00 "
27165,MN,"Watonwan County, Minnesota",2019,$3.14 ,$17.67 ,"$525,000.00 "
27165,MN,"Watonwan County, Minnesota",2020,$3.12 ,$16.55 ,"$407,000.00 "
27165,MN,"Watonwan County, Minnesota",2021,$3.64 ,$21.22 ,"$521,000.00 "
27165,MN,"Watonwan County, Minnesota",2022,$4.07 ,$25.22 ,"$933,000.00 "
27167,MN,"Wilkin County, Minnesota",2019,$3.21 ,$18.11 ,"$319,000.00 "
27167,MN,"Wilkin County, Minnesota",2020,$2.91 ,$15.42 ,"$215,000.00 "
27167,MN,"Wilkin County, Minnesota",2021,$3.42 ,$19.92 ,"$308,000.00 "
27167,MN,"Wilkin County, Minnesota",2022,$3.85 ,$23.84 ,"$521,000.00 "
27169,MN,"Winona County, Minnesota",2019,$3.55 ,$19.98 ,"$2,564,000.00 "
27169,MN,"Winona County, Minnesota",2020,$3.38 ,$17.95 ,"$1,954,000.00 "
27169,MN,"Winona County, Minnesota",2021,$3.87 ,$22.52 ,"$2,227,000.00 "
27169,MN,"Winona County, Minnesota",2022,$4.28 ,$26.50 ,"$3,980,000.00 "
27171,MN,"Wright County, Minnesota",2019,$3.59 ,$20.24 ,"$4,666,000.00 "
27171,MN,"Wright County, Minnesota",2020,$3.70 ,$19.66 ,"$3,912,000.00 "
27171,MN,"Wright County, Minnesota",2021,$4.09 ,$23.84 ,"$4,000,000.00 "
27171,MN,"Wright County, Minnesota",2022,$4.61 ,$28.55 ,"$8,426,000.00 "
27173,MN,"Yellow Medicine County, Minnesota",2019,$2.97 ,$16.74 ,"$467,000.00 "
27173,MN,"Yellow Medicine County, Minnesota",2020,$3.07 ,$16.29 ,"$341,000.00 "
27173,MN,"Yellow Medicine County, Minnesota",2021,$3.59 ,$20.89 ,"$393,000.00 "
27173,MN,"Yellow Medicine County, Minnesota",2022,$3.99 ,$24.76 ,"$698,000.00 "
28001,MS,"Adams County, Mississippi",2019,$3.03 ,$17.07 ,"$3,454,000.00 "
28001,MS,"Adams County, Mississippi",2020,$3.02 ,$16.02 ,"$3,304,000.00 "
28001,MS,"Adams County, Mississippi",2021,$3.35 ,$19.53 ,"$3,276,000.00 "
28001,MS,"Adams County, Mississippi",2022,$3.77 ,$23.38 ,"$4,071,000.00 "
28003,MS,"Alcorn County, Mississippi",2019,$2.76 ,$15.58 ,"$3,199,000.00 "
28003,MS,"Alcorn County, Mississippi",2020,$2.96 ,$15.69 ,"$3,084,000.00 "
28003,MS,"Alcorn County, Mississippi",2021,$3.41 ,$19.87 ,"$3,774,000.00 "
28003,MS,"Alcorn County, Mississippi",2022,$3.77 ,$23.38 ,"$5,105,000.00 "
28005,MS,"Amite County, Mississippi",2019,$3.18 ,$17.95 ,"$1,388,000.00 "
28005,MS,"Amite County, Mississippi",2020,$3.05 ,$16.21 ,"$1,318,000.00 "
28005,MS,"Amite County, Mississippi",2021,$3.33 ,$19.42 ,"$1,632,000.00 "
28005,MS,"Amite County, Mississippi",2022,$3.73 ,$23.12 ,"$1,992,000.00 "
28007,MS,"Attala County, Mississippi",2019,$3.13 ,$17.64 ,"$2,092,000.00 "
28007,MS,"Attala County, Mississippi",2020,$2.92 ,$15.48 ,"$1,634,000.00 "
28007,MS,"Attala County, Mississippi",2021,$3.14 ,$18.29 ,"$1,837,000.00 "
28007,MS,"Attala County, Mississippi",2022,$3.55 ,$21.97 ,"$2,279,000.00 "
28009,MS,"Benton County, Mississippi",2019,$2.96 ,$16.70 ,"$734,000.00 "
28009,MS,"Benton County, Mississippi",2020,$2.93 ,$15.55 ,"$632,000.00 "
28009,MS,"Benton County, Mississippi",2021,$3.24 ,$18.87 ,"$670,000.00 "
28009,MS,"Benton County, Mississippi",2022,$3.58 ,$22.19 ,"$949,000.00 "
28011,MS,"Bolivar County, Mississippi",2019,$3.07 ,$17.29 ,"$3,902,000.00 "
28011,MS,"Bolivar County, Mississippi",2020,$3.22 ,$17.07 ,"$3,323,000.00 "
28011,MS,"Bolivar County, Mississippi",2021,$3.54 ,$20.64 ,"$3,857,000.00 "
28011,MS,"Bolivar County, Mississippi",2022,$3.96 ,$24.52 ,"$4,843,000.00 "
28013,MS,"Calhoun County, Mississippi",2019,$3.10 ,$17.45 ,"$1,477,000.00 "
28013,MS,"Calhoun County, Mississippi",2020,$3.13 ,$16.63 ,"$1,322,000.00 "
28013,MS,"Calhoun County, Mississippi",2021,$3.30 ,$19.23 ,"$1,400,000.00 "
28013,MS,"Calhoun County, Mississippi",2022,$3.71 ,$23.01 ,"$1,829,000.00 "
28015,MS,"Carroll County, Mississippi",2019,$3.04 ,$17.14 ,"$910,000.00 "
28015,MS,"Carroll County, Mississippi",2020,$3.16 ,$16.79 ,"$764,000.00 "
28015,MS,"Carroll County, Mississippi",2021,$3.56 ,$20.71 ,"$936,000.00 "
28015,MS,"Carroll County, Mississippi",2022,$3.94 ,$24.42 ,"$1,467,000.00 "
28017,MS,"Chickasaw County, Mississippi",2019,$3.01 ,$16.97 ,"$1,585,000.00 "
28017,MS,"Chickasaw County, Mississippi",2020,$3.00 ,$15.93 ,"$1,532,000.00 "
28017,MS,"Chickasaw County, Mississippi",2021,$3.32 ,$19.33 ,"$1,659,000.00 "
28017,MS,"Chickasaw County, Mississippi",2022,$3.73 ,$23.14 ,"$2,442,000.00 "
28019,MS,"Choctaw County, Mississippi",2019,$3.22 ,$18.12 ,"$879,000.00 "
28019,MS,"Choctaw County, Mississippi",2020,$3.38 ,$17.93 ,"$745,000.00 "
28019,MS,"Choctaw County, Mississippi",2021,$3.65 ,$21.28 ,"$884,000.00 "
28019,MS,"Choctaw County, Mississippi",2022,$4.12 ,$25.57 ,"$1,241,000.00 "
28021,MS,"Claiborne County, Mississippi",2019,$3.17 ,$17.85 ,"$1,164,000.00 "
28021,MS,"Claiborne County, Mississippi",2020,$3.30 ,$17.54 ,"$1,070,000.00 "
28021,MS,"Claiborne County, Mississippi",2021,$3.61 ,$21.03 ,"$1,116,000.00 "
28021,MS,"Claiborne County, Mississippi",2022,$4.04 ,$25.01 ,"$1,305,000.00 "
28023,MS,"Clarke County, Mississippi",2019,$3.01 ,$16.97 ,"$1,498,000.00 "
28023,MS,"Clarke County, Mississippi",2020,$3.14 ,$16.66 ,"$1,415,000.00 "
28023,MS,"Clarke County, Mississippi",2021,$3.52 ,$20.51 ,"$1,667,000.00 "
28023,MS,"Clarke County, Mississippi",2022,$3.86 ,$23.94 ,"$2,273,000.00 "
28025,MS,"Clay County, Mississippi",2019,$3.17 ,$17.87 ,"$1,854,000.00 "
28025,MS,"Clay County, Mississippi",2020,$3.38 ,$17.93 ,"$1,865,000.00 "
28025,MS,"Clay County, Mississippi",2021,$3.65 ,$21.28 ,"$1,672,000.00 "
28025,MS,"Clay County, Mississippi",2022,$4.12 ,$25.57 ,"$2,334,000.00 "
28027,MS,"Coahoma County, Mississippi",2019,$3.08 ,$17.39 ,"$2,737,000.00 "
28027,MS,"Coahoma County, Mississippi",2020,$3.17 ,$16.84 ,"$2,703,000.00 "
28027,MS,"Coahoma County, Mississippi",2021,$3.45 ,$20.09 ,"$2,803,000.00 "
28027,MS,"Coahoma County, Mississippi",2022,$3.85 ,$23.89 ,"$3,435,000.00 "
28029,MS,"Copiah County, Mississippi",2019,$2.90 ,$16.33 ,"$2,507,000.00 "
28029,MS,"Copiah County, Mississippi",2020,$2.97 ,$15.78 ,"$2,126,000.00 "
28029,MS,"Copiah County, Mississippi",2021,$3.33 ,$19.37 ,"$2,427,000.00 "
28029,MS,"Copiah County, Mississippi",2022,$3.73 ,$23.10 ,"$3,497,000.00 "
28031,MS,"Covington County, Mississippi",2019,$3.09 ,$17.41 ,"$1,859,000.00 "
28031,MS,"Covington County, Mississippi",2020,$3.00 ,$15.94 ,"$1,649,000.00 "
28031,MS,"Covington County, Mississippi",2021,$3.31 ,$19.27 ,"$1,760,000.00 "
28031,MS,"Covington County, Mississippi",2022,$3.74 ,$23.17 ,"$2,488,000.00 "
28033,MS,"DeSoto County, Mississippi",2019,$3.03 ,$17.10 ,"$11,627,000.00 "
28033,MS,"DeSoto County, Mississippi",2020,$3.20 ,$16.99 ,"$10,617,000.00 "
28033,MS,"DeSoto County, Mississippi",2021,$3.62 ,$21.11 ,"$12,612,000.00 "
28033,MS,"DeSoto County, Mississippi",2022,$4.07 ,$25.20 ,"$19,126,000.00 "
28035,MS,"Forrest County, Mississippi",2019,$3.22 ,$18.17 ,"$8,845,000.00 "
28035,MS,"Forrest County, Mississippi",2020,$3.23 ,$17.16 ,"$7,812,000.00 "
28035,MS,"Forrest County, Mississippi",2021,$3.43 ,$19.96 ,"$8,470,000.00 "
28035,MS,"Forrest County, Mississippi",2022,$3.82 ,$23.65 ,"$11,312,000.00 "
28037,MS,"Franklin County, Mississippi",2019,$3.01 ,$16.94 ,"$673,000.00 "
28037,MS,"Franklin County, Mississippi",2020,$3.09 ,$16.40 ,"$692,000.00 "
28037,MS,"Franklin County, Mississippi",2021,$3.34 ,$19.48 ,"$863,000.00 "
28037,MS,"Franklin County, Mississippi",2022,$3.74 ,$23.21 ,"$1,190,000.00 "
28039,MS,"George County, Mississippi",2019,$2.98 ,$16.78 ,"$2,366,000.00 "
28039,MS,"George County, Mississippi",2020,$3.05 ,$16.19 ,"$2,171,000.00 "
28039,MS,"George County, Mississippi",2021,$3.28 ,$19.08 ,"$2,703,000.00 "
28039,MS,"George County, Mississippi",2022,$3.67 ,$22.75 ,"$3,664,000.00 "
28041,MS,"Greene County, Mississippi",2019,$3.24 ,$18.26 ,"$1,474,000.00 "
28041,MS,"Greene County, Mississippi",2020,$3.05 ,$16.19 ,"$1,139,000.00 "
28041,MS,"Greene County, Mississippi",2021,$3.28 ,$19.08 ,"$1,326,000.00 "
28041,MS,"Greene County, Mississippi",2022,$3.67 ,$22.75 ,"$1,980,000.00 "
28043,MS,"Grenada County, Mississippi",2019,$3.15 ,$17.75 ,"$2,133,000.00 "
28043,MS,"Grenada County, Mississippi",2020,$3.20 ,$16.96 ,"$1,955,000.00 "
28043,MS,"Grenada County, Mississippi",2021,$3.39 ,$19.72 ,"$2,105,000.00 "
28043,MS,"Grenada County, Mississippi",2022,$3.82 ,$23.70 ,"$2,954,000.00 "
28045,MS,"Hancock County, Mississippi",2019,$3.20 ,$18.06 ,"$4,902,000.00 "
28045,MS,"Hancock County, Mississippi",2020,$3.34 ,$17.71 ,"$3,899,000.00 "
28045,MS,"Hancock County, Mississippi",2021,$3.66 ,$21.31 ,"$4,862,000.00 "
28045,MS,"Hancock County, Mississippi",2022,$4.07 ,$25.21 ,"$6,394,000.00 "
28047,MS,"Harrison County, Mississippi",2019,$3.19 ,$17.98 ,"$21,374,000.00 "
28047,MS,"Harrison County, Mississippi",2020,$3.27 ,$17.35 ,"$19,724,000.00 "
28047,MS,"Harrison County, Mississippi",2021,$3.62 ,$21.11 ,"$22,428,000.00 "
28047,MS,"Harrison County, Mississippi",2022,$4.01 ,$24.83 ,"$30,523,000.00 "
28049,MS,"Hinds County, Mississippi",2019,$3.31 ,$18.65 ,"$21,213,000.00 "
28049,MS,"Hinds County, Mississippi",2020,$3.47 ,$18.42 ,"$20,761,000.00 "
28049,MS,"Hinds County, Mississippi",2021,$3.77 ,$21.96 ,"$21,130,000.00 "
28049,MS,"Hinds County, Mississippi",2022,$4.19 ,$25.99 ,"$28,689,000.00 "
28051,MS,"Holmes County, Mississippi",2019,$3.19 ,$18.00 ,"$2,533,000.00 "
28051,MS,"Holmes County, Mississippi",2020,$3.19 ,$16.94 ,"$2,472,000.00 "
28051,MS,"Holmes County, Mississippi",2021,$3.43 ,$19.97 ,"$2,592,000.00 "
